text,language,None,Economic,Capacity and Resources,Morality,Fairness and Equality,"Legality, Constitutionality, Jurisdiction",Policy Prescription and Evaluation,Crime and Punishment,Security and Defense,Health and Safety,Quality of Life,Cultural Identity,Public Sentiment,Political,External Regulation and Reputation,Other
OPERATION SOUTHPAW,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
'Wild West Warren' stands firm; Cobb sheriff doesn't back down on enforcing immigration laws.,en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"In a nationwide poll, conducted by Quinnipiac University, 69% of American voters said illegal immigrants should be allowed into a guest worker program and be able to work toward citizenship over a period of several years. Twenty-seven percent opposed that view.",en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The state refused to grant Suffolk County's request. But the passage of the America First resolution underscores the recent extension of the immigration debate beyond traditional havens to suburban and rural areas newly dotted with new immigrant communities.,en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Because Congress passed laws in 1997 and 2000 that permitted any Nicaraguans in the United States since 1995 to bring up their minor children.,en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Together, these developments are helping to stratify the metropolitan region. Scattered pockets swell with immigrants in unprecedented numbers. But areas that include hot housing markets and gentrifying neighborhoods inside and outside New York City have declined in foreign-born populations, the new numbers show.",en,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
A good place to start,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A City Built on Refugees Looks at Trump's Plan With Fear,en,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"As of Friday, 708 of the approximately 1,000 people on the government list had been arrested under what is being called the Alien Absconder Apprehension Initiative, INS official Nancy Cohen said.",en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
U.S. officials say the Haitians are fleeing for economic reasons not because of political persecution.,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Signs of Hope on Immigration,en,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
States setting stage for their own Prop. 187s,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
U.S. MUST STAY TOUGH ABOUT SEALING BORDERS,en,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Now, some 10,000 people with roots in Pontelandolfo live in Waterbury. Pontelandolfo's population, its migration across the ocean finally stemmed about a decade ago, is 4,000.",en,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"New York State draws the most; Nigeria and Ghana are among the top 20 sources of immigrants to New York City. But many have moved to metropolitan Washington, Atlanta, Chicago, Los Angeles, Boston and Houston. Pockets of refugees, especially Somalis, have found havens in Minnesota, Maine and Oregon.",en,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"The seeds were planted more than 200 years ago. Not all that long after the Founding Fathers drafted a Constitution ""to form a more perfect union,"" Americans became concerned not only with who's coming to our shores, how many, and from where, but also with how the newcomers might behave.",en,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"It makes sense to ask immigrants to pay more for better service, but it's counterproductive to raise rates to a level that discourages people from applying.",en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Arab, Muslim Men to Get Tougher U.S. Visa Screening",en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Christine Neumann-Ortiz, president of Voces de la Frontera, said the turnout was significant. She said some people had been scared last week, when rumors circulated that immigration officials were conducting raids at schools and businesses.",en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Costs of Illegal Immigration,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The first measles case was identified on May 25. Arizona health officials said they had not yet been able to identify the first person to become ill so they cannot confirm whether it was an immigrant.,en,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"An interest in fine candies was one of the customs the immigrants brought. There are candy shops yet, even on bleak streets. But the special, hand-dipped candies with rich, fresh ingredients are almost gone, and this is a small, precise symbol of the decline of life in this once great manufacturing valley.",en,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"A Test Of Faith; In the Orthodox Church, New and Old Ways Clash",en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"""Trump is right, in a way, to do what he's doing,"" Shetayh said, discussing the executive order banning certain immigrants from entry into the United States. ""This country is going into a disaster.""",en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Combine those arguments with the county's already low 3 percent unemployment rate, and the issue has become as divisive locally as it is nationally.",en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ruling keeps ex-USF teacher in jail,en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
But it should not be an excuse for bashing immigrants or questioning the provision of public education to them.,en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"The will of the people aside, knowing that more than 10 percent of Mexico now lives in the United States and that more than 40 percent of the 100 million-plus citizens remaining there have made it clear in polls they would ""migrate"" to ""El Norte"" if possible, it is difficult to present a reasonable argument for not securing American borders.
",en,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Mass deportation was never part of Donald Trump's official plan to begin with,en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
" Republican gains among Hispanic voters evaporated in Tuesday's election, and some party leaders are blaming harsh rhetoric on immigration for the reversal.",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
 House bills do nothing but wave a bloody shirt,en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"The administration has detained hundreds of foreigners and put some into deportation proceedings in the three months since President Bush signed the anti-terrorism measure. But most of the charges are for technical violations of immigration laws, such as overstaying visas.",en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Court's delay sank measure,en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"""But most of these people aren't doing anything wrong. They're just here trying to work.""",en,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Senate Intelligence Committee Chairman Dianne Feinstein (D-Calif.), meanwhile, said she would still prefer that the situation be addressed by Congress, fearing that whatever Obama does will be a source of controversy.",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Pair charged with selling fake papers,en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Faced with a growing influx of Cuban refugees,en,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Justice Department filed suit Tuesday against Arizona, charging that the state's new immigration law is unconstitutional and requesting a preliminary injunction to stop the legislation from taking effect.",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Female genital mutilation is a cultural practice thousands of years old that involves mutilation or removal of the clitoris to reduce sexual sensation. It is often inaccurately called ""female circumcision."" In fact, the male equivalent would be castration.
",en,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
U.S. Is Urged to Promote Flow of Refugees From North Korea,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Therese said some in her neighborhood have been reluctant to file taxes, or go to the police if needed, out of fear of deportation.
",en,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"IMMIGRANT NUMBERS CONTINUE TO SWELL STATE REPORT SURPRISES, GIVEN ECONOMY, 9; 11",en,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wu, 40, a kitchen worker at a Chinese restaurant, is a legal U.S. resident, and need not fear reaching out for mainstream medical care. But he doesn't, because he's ineligible for Medicaid and can't afford mainstream care.",en,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pat Toomey,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"The United States violated the rights of 4,000 Haitians by holding mass deportation hearings to clear a ''staggering'' backlog of aliens from southern Florida refugee camps, a Federal appeals court held today.",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BRILLIANT IMMIGRANT'S CASE BUMPED TO TOP OF LIST,en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"They should have access to legal counsel to help them present their case. If they do not qualify as refugees, they should be allowed to apply for an immigrant visa, as other Cubans now can. Those who do not qualify on either basis would then be sent back to Cuba. Life in Cuba is not easy, but it is better than confinement at Guantanamo.",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"This executive order will make our city more accessible, while helping us become the most inclusive municipal government in the nation.''",en,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Dora the Explorer's alleged crime? ""Illegal Border Crossing Resisting Arrest.""",en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Testing the resolve of Democrats, Senate Majority Leader Mitch McConnell declared Sunday that there wouldn't be a government shutdown this week over the question of protecting immigrants brought to the country illegally as children, describing it as a ""non-emergency"" to be addressed next year.",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"IMMIGRANTS DECLINE TO CHANGE APPEARANCE, DESPITE HARASSMENT",en,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Obama issued a statement declaring himself ""pleased that the Supreme Court has struck down key provisions of Arizona's immigration law.""

Senate Majority Leader Harry Reid, D-Nev., declared the ruling proof that the law  ""was not just ill-advised but also unconstitutional.""",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Labor Dept. cites error in missed Sun hiring notices,en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
They say a government-run clinic would reduce the amount of taxes the city collects.,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NEW ECONOMY, SO NEW OUTLOOK ON IMMIGRATION",en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOST IN A JAIL CELL,en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigrants welcome relief from deportation,en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"It named 2,746 Cubans among the 125,000 who came to the United States in the 1980 Mariel boatlift whom United States officials deemed dangerous criminals, mental patients or undesirable and sought to repatriate.",en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"The American Civil Liberties Union, the Southern Poverty Law Center and several other civil and immigrant rights groups filed a federal class-action lawsuit this month and are now asking a judge to halt the measure pending the outcome of their case.",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
winding down two wars ,en,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
artly because it's more difficult to cross newly tightened U.S. borders.,en,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Judges who decide asylum cases say they routinely deny flawed claims and occasionally reject fraudulent ones, so some skepticism about asylum claims is warranted.",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Republicans argued that the resolution allowing Frosh to sue was a politically motivated attempt to undermine the Trump administration and would give the attorney general virtually unchecked authority.,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Growers have long argued the H-2A program is too expensive and time-consuming. Local sugar firms used foreign cane cutters before switching to mechanical harvesting in the mid-1990s, but no South Florida growers are using H-2A workers today.",en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Immigrant in Each of Them; Local Students Get Feel of Ellis Island,en,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Where U.S. immigrants aren't speaking English - in one map,en,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"She said the beatings by the white deputies were ""50 percent racism, 50 percent hatred.""",en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Haitian policy called 'immoral',en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"The Rev. Heather Kirk-Davidoff, pastor of the Kittamaqundi Community Church in Columbia, Md., got choked up talking about the Afghan refugees who were scheduled to fly into Dulles International Airport on Feb. 8.",en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Linda Chavez, Victim of Politics?",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"but we won't allow them to educate themselves or their children because they are ""aliens."" American slavery and indentured servitude were similar social constructs.",en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Immigration vote stuns Senate supporters,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Illegal immigrants and their American supporters in Atlanta and cities across the country stayed away from work and school Monday in a daylong protest intended to show how vital foreign-born workers are to the U.S.,en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Prime Number,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"The U.S. Department of Health and Human Services' ""Look Beneath the Surface"" campaign targets social workers and others who may come into contact with victims of human trafficking every day but not know it.",en,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
LOW NUMBER GIVEN FOR ILLEGAL ALIENS,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Illegal Immigrants' Cost To Government Studied,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feds: Keep immig talk hush hush,en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
High-tech vote delayed; Political infighting over immigrant deportation stalls action on bill to add more worker visas,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Suit aims to stop illegal-immigrant law; Tough Okla. measure takes effect Thursday,en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Several of the recipients appeared to be naturalized citizens, said John Trasvina, interim president and general counsel for the Mexican American Legal Defense and Education Fund. Naturalized citizens can vote.",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ILLEGAL IMMIGRATION; Fake ID law ratchets up penalties,en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Trump was careful to add that minority workers have been among those ""hit hardest"" by unfettered immigration. But there is a racially charged history to the idea that immigrant workers depress American wages, an argument that led to the country's first immigration restriction law: the Chinese Exclusion Act of 1882.",en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Florida: Brothers' Deportation Delayed,en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FEDS ARE SET TO DEPORT CABBIE ON OLD GUN RAP,en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The House voted Thursday to punish local jurisdictions,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Tightened border controls ,en,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"The inspection, which was to be held this morning, is a procedure by which a person's immigration status is determined. The Immigration andNaturalization Service will determine whether Elian Gonzalez should be returned to his father in Cuba.",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"You also make it sound as if I.N.S. seeks to defeat Ms. Kasinga's claim because we asked to have the case remanded to court. We supported many of the legal points she raised, but her claim was originally denied by the immigration judge in part because he questioned her credibility.",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OBERWEIS CAMPAIGNS IN OPPOSITION TO BUSH'S PLANS FOR ILLEGAL ALIENS,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SENATE VOTES BILL DESIGNED TO CURB ILLEGAL MIGRANTS,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Lincoln's 149-year-old address ""does an incredible job of defining who we are as a nation - 'a government of the people, by the people, for the people,' "" National Park Service spokeswoman Katie Lawhon said. ""When these immigrants raise their hands to take the oath, that is exactly what they are committing to, that ideal.""",en,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Quarry owners indicted,en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The best definition of political asylum is in legislation before Congress. It would let Haitians who fled in desperation during the 1990s remain in the United States.,en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
